,PID,LU,MAIL_ADDRESS,MAIL CS
5642,1603617000,C,750-752 ADAMS ST,DORCHESTER MA
5643,1603618010,C,748 ADAMS ST,DORCHESTER MA
5644,1603618020,C,748A ADAMS ST,DORCHESTER MA
5645,1603619000,C,742 ADAMS ST,DORCHESTER MA
5646,1603630000,RC,740 ADAMS,DORCHESTER MA
5647,1603709000,RC,722 ADAMS ST,BOSTON MA
5648,1603792000,C,630 ADAMS ST,DORCHESTER MA
5649,1603793000,C,630 ADAMS ST,DORCHESTER MA
5650,1603868000,RC,281A NEPONSET AV,DORCHESTER MA
5651,1603956000,RC,17 HIGHGATE ST STE B,ALLSTON MA
5652,1603982001,RC,316 BROADWAY,SOUTH BOSTON MA
5653,1603983000,C,379 NEPONSET AV #,DORCHESTER MA
5654,1603984000,C,379 NEPONSET AV #,DORCHESTER MA
5655,1604038000,C,50 GREEN LANE,CANTON MA
5656,1604039000,C,772 ADAMS ST,BOSTON MA
5657,1604087001,C,540 GALLIVAN BL,DORCHESTER MA
5658,1604087002,C,5 CASPIAN WAY,DORCHESTER MA
5659,1604087002,C,5 CASPIAN WAY,DORCHESTER MA
5660,1604120000,C,664 GALLIVAN BL,DORCHESTER MA
5661,1604122000,C,74 YARMOUTH RD,BROOKLINE MA
5662,1604123000,C,P O BOX 379,HUMAROCK MA
5663,1604124000,C,P O BOX 379,HUMAROCK MA
5664,1604124000,C,P O BOX 379,HUMAROCK MA
5665,1604124002,C,P O BOX 379,HUMAROCK MA
5666,1604159001,C,379 NEPONSET AV,BOSTON MA
5667,1604173000,C,25 HALLET,DORCHESTER MA
5668,1604174000,C,31 HALLET ST,DORCHESTER MA
5669,1604177000,C,657 GALLIVAN BLVD #,DORCHESTER MA
5670,1604178000,C,46 VALLEY BEACH AV,HULL MA
5671,1604180000,C,41 HALLET ST,DORCHESTER MA
5672,1604181000,C,55 HALLET ST,DORCHESTER MA
5673,1604184000,RC,18 MARSH ST,DORCHESTER MA
5674,1604186000,RC,9 ODONNELL SQ,DORCHESTER MA
5675,1604186000,RC,9 ODONNELL SQ,DORCHESTER MA
5676,1604187000,C,657 GALLIVAN BLVD #,DORCHESTER MA
5677,1604188000,C,444 QUINCY AV,BRAINTREE MA
5678,1604188002,C,2359 RESEARCH COURT,WOODBRIDGE VA
5679,1604189002,C,P O BOX 6500,CARLISLE PA
5680,1604189005,C,89 MAPLE ST,STONEHAM MA
5681,1604190000,C,P O BOX 6500,CARLISLE PA
5682,1604194003,C,815 GALLIVAN BL,DORCHESTER MA
5683,1604195001,C,465 NEPONSET AV,DORCHESTER MA
5684,1604195001,C,465 NEPONSET AV,DORCHESTER MA
5685,1604196000,C,469 NEPONSET AVE,BOSTON MA
5686,1604205000,C,55 HALLET ST,DORCHESTER MA
5687,1604225001,C,13 CLOVER ST,DORCHESTER MA
5688,1604227000,C,1370 AVENUE OF AMERICAS,NEW YORK NY
5689,1604228000,C,NC1-001-03-81/ 101 N TRYON S,CHARLOTTE NC
5690,1604230000,C,80 NEPONSET ST,DORCHESTER MA
5691,1604239000,RC,12 MINOT ST ,DORCHESTER MA
5692,1604242010,C,415 NEPONSET AVE,DORCHESTER MA
5693,1604243000,C,815 GALLIVAN BL,DORCHESTER MA
5694,1604246010,C,PO BOX 841001,BOSTON MA
5695,1604247000,C,PO BOX 262,NORWOOD MA
5696,1604291000,C,60 HILL TOP,DORCHESTER MA
5697,1604291000,C,60 HILL TOP,DORCHESTER MA
5698,1604331010,C,100 HALLET ST,DORCHESTER MA
5699,1604332001,C,89 MAPLE ST,STONEHAM MA
5700,1604343010,C,288 HYDE PARK AV,JAMAICA PLAIN MA
5701,1604345000,C,126 GRANITE AVENUE,DORCHESTER MA
5702,1604736000,C,1 MCDONALD'S PLAZA,OAK BROOK ILL
5703,1604753000,RC,195 ASHMONT ST,DORCHESTER MA
5704,1604841000,RC,1996 DORCHESTER AV,DORCHESTER MA
5705,1604852000,RC,4 BEALE ST STEB04,BOSTON MA
5706,1604854012,RC,75 FEDERAL ST 4TH FL,BOSTON MA
5707,1604855001,C,70 MILL ST APT #3 ,WOBURN MA
5708,1604899000,RC,2038 DORCHESTER AV,DORCHESTER MA
5709,1604909000,C,299 GALLIVAN BLVD,DORCHESTER MA
5710,1605017010,C,500 BOYLSTON ST 5TH FLOOR,BOSTON MA
5711,1605017010,C,500 BOYLSTON ST 5TH FLOOR,BOSTON MA
5712,1605017010,C,500 BOYLSTON ST 5TH FLOOR,BOSTON MA
5713,1605018010,C,16435 N SCOTTSDALE RD STE #3,SCOTTSDALE AZ
5714,1605054000,RC,80 NEPONSET AVENUE,DORCHESTER MA
5715,1605068000,RC,36 MILTON ST,DORCHESTER MA
5716,1605152000,C,PO BOX 408,HINGHAM MA
5717,1605153000,C,2 BEECHWOOD LANE,MILTON MA
5718,1605154000,C,P O BOX 408,HINGHAM MA
5719,1605183000,C,91 SIAS LA,MILTON MA
5720,1605185000,C,29 HIGH ST,MEDFORD MA
5721,1605245000,RC,7 FREDERIKA ST,DORCHESTER MA
5722,1605383000,C,308 LYMAN RD,MILTON MA
5723,1605383001,C,308 LYMAN RD,MILTON MA
5724,1700033000,C,1006 RANDOLPH AV,MILTON MA
5725,1700035000,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5726,1700043000,RC,PO BOX 55071 #88803,BOSTON MA
5727,1700051000,RC,354 WASHINGTON,DORCHESTER MA
5728,1700052001,C,9 BOWDOIN ST,DORCHESTER MA
5729,1700068000,C,373 WASHINGTON ST,DORCHESTER MA
5730,1700075000,RC,BLUESTONE PL / 100 WELL AVEN,NEWTON MA
5731,1700076000,RC,BLUESTONE PL / 100 WELLS AVE,NEWTON MA
5732,1700077000,RC,BLUESTONE PL / 100 WELLS AVE,NEWTON MA
5733,1700078000,RC,BLUESTONE PL/ 100 WELLS AVE,NEWTON MA
5734,1700079000,RC,BLUESTONE PL/ 100 WELLS AVE,NEWTON MA
5735,1700107000,C,PO BOX 190269,ROXBURY MA
5736,1700163010,C,111 FLORIDA ST #1,DORCHESTER MA
5737,1700183000,RC,611 PARK ST,DORCHESTER MA
5738,1700289000,C,443 WASHINGTON,DORCHESTER MA
5739,1700309000,C,33 ELM HILL AVE,ROXBURY MA
5740,1700443000,C,170 OLDE FORGE RD,HANOVER MA
5741,1700445000,C,302 SHAWMUT AV ,BOSTON MA 
5742,1700458000,C,161 GARDINER RD,QUINCY MA
5743,1700459000,C,302 SHAWMUT AV,BOSTON MA
5744,1700489000,RC,79 CORBET ST,DORCHESTER MA
5745,1700492000,C,27 ABSOLOM WAY,HANOVER MA
5746,1700611000,C,PO BOX 870222,MILTON MA
5747,1700625000,RC,PO BOX 52427,ATLANTA GA
5748,1700628000,C,192 NEEDHAM ST,DEDHAM MA
5749,1700629010,C,PO BOX 220607,DORCHESTER MA
5750,1700630000,C,119 CRABTREE RD ,QUINCY MA
5751,1700632000,C,37 MORELAND ST #3,ROXBURY MA
5752,1700654000,C,PO BOX 460049,HOUSTON TX
5753,1700654001,C,571B WASHINGTON ST,DORCHESTER MA
5754,1700655000,C,571-573 WASHINGTON ST,DORCHESTER MA
5755,1700659000,C,300 WILMOT RD,DEERFIELD IL
5756,1700673001,C,571B WASHINGTON ST,DORCHESTER MA
5757,1700689000,C,6 FANEUIL HALL MRKTPLC 4TH F,BOSTON MA
5758,1700690000,C,344 TALBOT AVE SUITE 204,DORCHESTER MA
5759,1700693000,RC,344 TALBOT AV STE 204,DORCHESTER MA
5760,1700695000,C,587 WASHINGTON ST,DORCHESTER MA
5761,1700696000,C,6 FANEUIL HALL MRKTPLC,BOSTON MA
5762,1700696020,C,6 FANEUIL HALL MRKTPLC,BOSTON MA
5763,1700696040,C,PO BOX #240853,DORCHESTER MA
5764,1700696060,C,603 WASHINGTON,DORCHESTER MA
5765,1700715000,C,40 ALBEE DR,BRAINTREE MA
5766,1700716000,C,100 HOLLINGSWORTH RD,MILTON MA
5767,1700788001,C,5 CLEMENTINE PARK,DORCHESTER MA
5768,1700826000,C,BOX 71,DORCHESTER MA
5769,1700835000,C,BOX 71,DORCHESTER MA
5770,1700903000,C,100 HOLLINGSWORTH RD,MILTON MA
5771,1700904000,C,100 HOLLINGSWORTH RD,MILTON MA
5772,1700947000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5773,1700948000,C,33 CHAPEL ST,NEEDHAM MA
5774,1700949000,C,528 WASHINGTON ST,DORCHESTER MA
5775,1701025000,C,197 HAMILTON ST,DORCHESTER MA
5776,1701026000,RC,587 WASHINGTON ST,DORCHESTER MA
5777,1701054000,RC,50 REDFIELD ST #105,DORCHESTER MA
5778,1701151000,C,8 KEYSTONE WAY,ANDOVER MA
5779,1701163000,C,349 PARK ST,DORCHESTER MA
5780,1701291001,C,653 WASHINGTON ST ,DORCHESTER MA
5781,1701304000,C,36 NORFOLK ST,DORCHESTER MA
5782,1701305000,C,10 MERCIER AV,DORCHESTER MA
5783,1701312000,RC,187 GREEN ST,JAMAICA PLAIN MA
5784,1701313000,C,832 DORCHESTER AV,DORCHESTER MA
5785,1701343000,RC,44 NORFOLK ST,DORCHESTER MA
5786,1701410000,RC,BLUESTONE PL/ 100 WELLS AVE,NEWTON MA
5787,1701411000,RC,BLUESTONE PL / 100 WELLS AVE,NEWTON MA
5788,1701417000,C,305 TALBOT AVE,DORCHESTER MA
5789,1701418000,RC,9 CHAMBLET ST,DORCHESTER MA
5790,1701459000,C,115 NORFOLK ST,DORCHESTER MA
5791,1701484000,C,200 NEW ENGLAND AV,DORCHESTER MA
5792,1701500000,C,568 LAGRANGE ST,WEST ROXBURY MA
5793,1701500000,C,568 LAGRANGE ST,WEST ROXBURY MA
5794,1701511000,RC,55 SOUTHERN AV,DORCHESTER MA
5795,1701554000,C,32 PEACOCK FARM RD,LEXINGTON MA
5796,1701585000,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5797,1701586000,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5798,1701587000,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5799,1701588000,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5800,1701590000,C,587 WASHINGTON ST,DORCHESTER MA
5801,1701591000,C,32 CEDAR WAY,STONEHAM MA
5802,1701592000,C,32 CEDAR WAY,STONEHAM MA 
5803,1701599000,C,38 MEADOWVIEW ROAD,MILTON MA
5804,1701602000,C,46 FERNCROFT RD,MILTON MA
5805,1701609000,C,1001 MARINA DR #701,N QUINCY MA
5806,1701624000,C,PO BOX 191818,ROXBURY MA
5807,1701624000,C,PO BOX 191818,ROXBURY MA
5808,1701633000,RC,217 NORFOLK,DORCHESTER MA
5809,1701634000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5810,1701649000,C,PO BOX 240915,DORCHESTER MA
5811,1701659000,RC,691 WASHINGTON ST,DORCHESTER MA
5812,1701741000,RC,34 CENTURY LN,MILTON MA
5813,1701744000,C,1001 MARINA DRIVE #701E,QUINCY MA
5814,1701813000,C,PO BOX 1286,RANDOLPH MA
5815,1701844000,C,27 CHEROKEE RD,CANTON MA
5816,1701875000,C,36 MILLER STILE RD,QUINCY MA
5817,1701902000,RC,48 VIOLET ST,MATTAPAN MA
5818,1701904000,C,36 MILLER STILE RD,QUINCY MA
5819,1702080000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5820,1702103000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5821,1702132000,RC,52 EVELYN ST,MATTAPAN MA
5822,1702189000,C,888 MORTON ST,MATTAPAN MA
5823,1702207000,C,619 CENTRE ST ,JAMAICA PLAIN MA
5824,1702208000,C,918 MORTON ST,DORCHESTER MA
5825,1702209000,C,224 DOTY ST,WALTHAM MA
5826,1702210000,C,224 DOTY ST,WALTHAM MA
5827,1702211000,C,462 WASHINGTON ST,WELLESLEY MA
5828,1702212000,C,888 A MORTON ST,DORCHESTER MA
5829,1702302000,C,109 FLORENCE ST,ROSLINDALE MA
5830,1702419000,C,420 WASHINGTON ST,DORCHESTER MA
5831,1702507000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5832,1702508000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5833,1702569000,RC,330 FULLER ST,DORCHESTER MA
5834,1702827000,RC,444 HARRISON AV,BOSTON MA
5835,1702835001,C,807 WASHINGTON ST,DORCHESTER MA
5836,1702889000,C,831 WASHINGTON ST,DORCHESTER MA
5837,1702980000,C,292 BEALE ST,WOLLASTON MA
5838,1702981000,C,861 WASHINGTON ST,DORCHESTER MA
5839,1703137000,C,6 WINTER TERR,WESTWOOD MA
5840,1703273006,C,5 BARNA RD,DORCHESTER MA
5841,1703544000,C,158 SASSAMON AV,MILTON MA
5842,1703546000,C,469 NEPONSET AVE,BOSTON MA
5843,1703549000,RC,88 BLACK FALCON AV 340,BOSTON MA
5844,1703550000,C,600 MAIN ST,WALTHAM MA
5845,1703551000,RC,88 BLACK FALCON AV STE 340,BOSTON MA
5846,1703552000,RC,88 BLACK FALCON AV STE 340,BOSTON MA
5847,1703555000,C,84 MT VERNON STREET,BOSTON MA
5848,1703556000,C,455 W BROADWAY BERNIE BOUDRE,SO BOSTON MA
5849,1703557000,C,455 W BROADWAY BERNIE BOUDRE,SO BOSTON MA
5850,1703661000,RC,1220 ADAMS ST - LEASING OFFI,DORCHESTER MA
5851,1703661100,RC,1220 ADAMS ST - LEASING OFFI,DORCHESTER MA
5852,1703662000,RC,1220 ADAMS ST - LEASING OFFI,DORCHESTER MA
5853,1703663030,RC,45 BHOP SUITE 306,BRAINTREE MA
5854,1703664010,C,832 DORCHESTER AVE,DORCHESTER MA
5855,1703728000,RC,261 OLD FARM RD,MILTON MA
5856,1703728010,C,7 11 RIVER ST,MATTAPAN MA
5857,1703756000,RC,1133 WASHINGTON ST,DORCHESTER MA
5858,1703756001,C,1137 WASHINGTON ST (L. BURM),DORCHESTER MA
5859,1703781000,RC,448 GALLIVAN BLVD ,DORCHESTER MA
5860,1703782010,C,5242 71ST STREET,MASPETH NY
5861,1703783000,C,11 WALNUT ROAD,BROOKLINE MA
5862,1703784000,C,11 WALNUT HILL ROAD,BROOKLINE MA
5863,1703818000,C,85 RIVER ST,MATTAPAN MA
5864,1704012003,C,270 GRANITE AVENUE,MILTON MA
5865,1704030000,C,75 FEDERAL ST 4TH FL,BOSTON MA
5866,1704030001,C,82 RIVER ST,DORCHESTER MA
5867,1704039000,C,1900 DALROCK ROAD,ROWLETT TX
5868,1704050000,C,75 FEDERAL ST 4TH FL,BOSTON MA
5869,1704051000,C,1153 WASHINGTON ST,DORCHESTER MA
5870,1704052000,C,1159 WASHINGTON ST,DORCHESTER MA
5871,1704055001,RC,PO BOX 306,NORWOOD MA
5872,1704057000,C,PO BOX 23,READVILLE MA
5873,1704058000,C,1030 CANTON AV,MILTON MA
5874,1704059000,C,684 CANTON AV,MILTON MA
5875,1704060000,C,103 CLAYTON ST,DORCHESTER MA
5876,1704061000,C,88 WHARF ST #610,MILTON MA
5877,1704063000,C,2271 DORCHESTER AV,DORCHESTER MA
5878,1704064000,C,2281 DORCHESTER AVE,DORCHESTER MA
5879,1704065000,C,2281 DORCHESTER AVE,DORCHESTER MA
5880,1704065001,C,2281 DORCHESTER AVE,DORCHESTER MA
5881,1704065002,C,2281 DORCHESTER AVE,DORCHESTER MA
5882,1704066000,RC,148 HOLLYTREE RD,STOUGHTON MA
5883,1704067000,RC,102 CARY AVE,MILTON MA
5884,1704068000,RC,469 NEPONSET AV,DORCHESTER MA
5885,1704068001,RC,1140 WASHINGTON,DORCHESTER MA
5886,1704069000,RC,1140 WASHINGTON,DORCHESTER MA
5887,1704069001,RC,1140 WASHINGTON,DORCHESTER MA
5888,1704070004,C,"1 GATEWAY CENTER, SUITE 613",NEWTON MA
5889,1704118000,C,88 BLACK FALCON AV STE 340,BOSTON MA
5890,1704190000,C,72 ELM ST,CANTON MA
5891,1704212000,C,1900 DALROCK ROAD,ROWLETT TX
5892,1704233000,C,1 CVS DR/ STORE ACCT DEP#720,WOONSOCKET RI
5893,1704255000,C,970 WASHINGTON ST,DORCHESTER MA
5894,1704257000,C,331 UNION ST,ROCKLAND MA
5895,1704324000,RC,104 VICTORY RD,DORCHESTER MA
5896,1704523000,C,24 BEACON ST STATE H RM 546,BOSTON MA
5897,1704529000,RC,1939 DORCHESTER AV,DORCHESTER MA
5898,1704530000,RC,20 NEWMAN AV STE 1005,RUMFORD RI
5899,1704532000,RC,1953 DORCHESTER AV,DORCHESTER MA
5900,1704599000,RC,1911 DORCHESTER AVE,DORCHESTER MA
5901,1704600000,C,1921 DORCHESTER AV,DORCHESTER MA
5902,1704601000,C,517 CONCORD AV,CAMBRIDGE MA
5903,1704612000,C,707 HYDE PARK AV,ROSLINDALE MA
5904,1704713000,RC,1773 DORCHESTER AVE,DORCHESTER MA
5905,1704730000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5906,1704737010,RC,6 FANEUIL HALL MRKTPLC 5TH F,BOSTON MA
5907,1704738000,RC,6 FANEUIL HALL MRKTPLC,BOSTON MA
5908,1704781102,RC,6 FANEUIL HALL MARKETPLACE,BOSTON MA
5909,1704804011,C,637 WASHINGTON ST,DORCHESTER MA
5910,1704826000,RC,24 LEDGEHILL ST,RANDOLPH MA
5911,1704827000,C,21 HARTFORD ST,DORCHESTER MA
5912,1704828000,C,21 HARTFORD ST,DORCHESTER MA
5913,1704829000,C,36 ROCKWELL ST ,DORCHESTER MA
5914,1704861000,C,4 VILLAGEGATE RD,CANTON MA
5915,1704945000,C,551 TALBOT AV,DORCHESTER MA
5916,1704946000,C,555 TALBOT AV,DORCHESTER MA
5917,1800003001,C,17 BROOK RD,MILTON MA
5918,1800003001,C,17 BROOK RD,MILTON MA
5919,1800004000,C,510 HF RIVER ST,MATTAPAN MA
5920,1800255000,C,981 MORTON,MATTAPAN MA
5921,1800256000,C,981 MORTON ST,MATTAPAN MA
5922,1800722000,C,189 DELHI ST,MATTAPAN MA
5923,1800737000,C,53 BEAUMONT ST,DORCHESTER MA
5924,1800741000,C,53 BEAUMONT ST,DORCHESTER MA
5925,1800851000,C,PO BOX 1118,JAMAICA PLAIN MA
5926,1800852000,RC,PO BOX 1118,JAMAICA PLAIN MA
5927,1800863000,C,58 PEARL WAY,BROCKTON MA
5928,1800864000,C,197 HAMILTON ST,DORCHESTER MA
5929,1800865000,C,1290 BLUE HILL AV,MATTAPAN MA
5930,1800866000,C,2 MAIN ST STE 325,STONEHAM MA
5931,1800902000,RC,1542 COLUMBUS AV STE 2,BOSTON MA
5932,1800904000,RC,1542 COLUMBUS AV STE 2,BOSTON MA
5933,1800908000,RC,1542 COLUMBUS AV,BOSTON MA
5934,1800923000,C,1336 BLUE HILL AV,MATTAPAN MA
5935,1800924000,C,619 CENTRE ST,JAMAICA PLAIN MA
5936,1800935000,C,1480 BLUE HILL AV,MATTAPAN MA
5937,1800936000,C,1480 BLUE HILL AV,MATTAPAN MA
5938,1800952000,RC,1416 BLUE HILL AV,MATTAPAN MA
5939,1800994000,C,1520 BLUE HILL AV,MATTAPAN MA
5940,1800995000,RC,PO BOX 1286,RANDOLPH MA
5941,1800997000,C,PO BOX 130315,BOSTON MA
5942,1801004000,C,800 SOUTH ST SUITE 200,WALTHAM MA
5943,1801005000,RC,1550 BLUE HILL AV,MATTAPAN MA
5944,1801009000,C,10420 LITTLE PATUXENT PW,COLUMBIA MD
5945,1801020000,C,87 FRANKLIN AV,QUINCY MA
5946,1801022000,C,1646 BLUE HILL AV,MATTAPAN MA
5947,1801023000,C,1050 COMMONWEALTH AV ,BOSTON MA 
5948,1801023000,C,1050 COMMONWEALTH AV ,BOSTON MA 
5949,1801024000,C,1340 CENTRE ST #101,NEWTON MA
5950,1801028000,C,299 GALLIVAN BLVD,DORCHESTER MA
5951,1801029000,C,1590 BLUE HILL AV,MATTAPAN MA
5952,1801030000,C,1586 BLUE HILL AV,MATTAPAN MA
5953,1801031000,C,351 NEWBURY ST,BOSTON MA
5954,1801032005,C,132 BABSON ST,MATTAPAN MA
5955,1801037040,C,13 DELNORE PL,MATTAPAN MA
5956,1801040000,C,17 BROOK RD,MILTON MA
5957,1801049000,C,1525 BLUE HILL AVE,MATTAPAN MA
5958,1801118000,C,404 S HUNTINGTON AV,JAMAICA PLAIN MA
5959,1801120000,RC,157 GRANITE ST,MEDFIELD MA
5960,1801121000,RC,1557 BLUE HILL AVE,MATTAPAN MA
5961,1801122011,C,1425 BLUE HILL AVE  ,MATTAPAN MA 
5962,1801129000,C,625 BURGIN PARKWAY,QUINCY MA
5963,1801129002,C,36 ANDREA CIRCLE,NEEDHAM MA
5964,1801130000,C,80 NEPONSET AVE,DORCHESTER MA
5965,1801131000,C,619 CENTRE ST,JAMAICA PLAIN MA
5966,1801132000,C,PO BOX 841001,BOSTON MA
5967,1801135000,C,810 S LAKE DR,E DUBLIN GA
5968,1801136000,C,113-25 QUEENS BLVD #102,FOREST HILLS NY
5969,1801138001,C,1629 BLUE HILL AVE,MATTAPAN MA
5970,1801139000,C,1633 BLUE HILL AVE,MATTAPAN MA
5971,1801140000,C,1645 BLUE HILL AV,MATTAPAN MA
5972,1801141000,C,201 MANCHESTER ST,DORCHESTER MA
5973,1801141001,C,1450 COMMONWEALTH AVE #A,BRIGHTON MA
5974,1801141001,C,1450 COMMONWEALTH AVE #A,BRIGHTON MA
5975,1801142001,C,79 WALKER RD,WESTWOOD MA
5976,1801144010,C,79 WALKER RD,WESTWOOD MA
5977,1801145000,C,34 TOPALIAN ST,MATTAPAN MA
5978,1801145020,C,29 EDGEWATER DR,MATTAPAN MA
5979,1801158000,C,79 WALKER RD,WESTWOOD MA
5980,1801158000,C,79 WALKER RD,WESTWOOD MA
5981,1801159000,C,35 HUNT DRIVE ,STOUGHTON MA
5982,1801159001,C,7 EDGEWATER DR,MATTAPAN MA
5983,1801161002,C,2 EDGEWATER DR,MATTAPAN MA
5984,1801163000,C,542 RIVER ST,MATTAPAN MA
5985,1801163001,C,103 CLAYTO ST,DORCHESTER MA
5986,1801167000,C,34 TOPALIAN ST,MATTAPAN MA
5987,1801169000,C,34 TOPALIAN ST,MATTAPAN MA
5988,1801179000,C,34 TOPALIAN ST,MATTAPAN MA
5989,1801180000,C,34 TOPALIAN ST,MATTAPAN MA
5990,1801548000,RC,713 RIVER ST,HYDE PARK MA
5991,1801549000,C,721 RIVER ST,HYDE PARK MA
5992,1801551000,C,404 S HUNTINGTON AV,JAMAICA PLAIN MA
5993,1801552000,C,745 RIVER ST,HYDE PARK MA
5994,1801620000,C,637-643 RIVER ST,MATTAPAN MA
5995,1801621000,C,645 RIVER ST,HYDE PARK MA
5996,1801682000,C,PO BOX 020783,MIAMI FL
5997,1801711020,C,75 LINCOLN RD,WALPOLE MA
5998,1801750000,C,839 CUMMINS HWY,MATTAPAN MA
5999,1801780000,RC,821 CUMMINS HWY,MATTAPAN MA
6000,1801866010,C,26 MONPONSET ST,HYDE PARK MA
6001,1802135000,C,42 N MAIN ST,RANDOLPH MA
6002,1802253000,RC,1495 HANCOCK ST #200,QUINCY MA
6003,1802581000,RC,9 EDWIN ST,RANDOLPH MA
6004,1802584000,RC,"ERAL HOME, 89 WALNUT AVE",ROXBURY MA
6005,1802600000,C,271 ALABAMA,MATTAPAN MA
6006,1802687000,C,2 REGENCY RIDGE,ANDOVER MA
6007,1803061000,C,619 CENTRE ST,JAMAICA PLAIN MA
6008,1803081000,RC,1495 HANCOCK ST 4TH FLR,QUINCY MA
6009,1803156000,C,1379 BLUE HILL AV,MATTAPAN MA
6010,1803181000,C,711 WALK HILL ST,MATTAPAN MA
6011,1803256000,C,49 PLEASANT ST,QUINCY MA
6012,1803467000,C,PO BOX 300010,JAMAICA PLAIN MA
6013,1803497000,C,10 DRAPER ST,DORCHESTER MA
6014,1803621000,C,1900 DALROCK ROAD,ROWLETT TX
6015,1803627000,RC,6 GLENDALE WAY,CANTON MA
6016,1803628000,C,95 ROCKPORT ROAD,WESTON MA
6017,1804287000,C,208 MARINA DR,NORTH QUINCY MA
6018,1804301000,RC,51 TAMPA ST,HYDE PARK MA
6019,1804343000,RC,11 WALNUT HILL RD,BROOKLINE MA
6020,1804363000,C,25 AGNES AVE,HYDE PARK MA
6021,1804365000,C,PO BOX 25025,GLENDALE CA
6022,1804383000,C,419 BOYLSTON ST #300,BOSTON MA
6023,1804383000,C,419 BOYLSTON ST #300,BOSTON MA
6024,1804421000,RC,26 MEADOW VIEW RD,MILTON MA
6025,1804452000,C,1060 RIVER ST ,HYDE PARK MA 
6026,1804453000,C,1060 RIVER ST ,HYDE PARK MA 
6027,1804489000,RC,PO BOX 100,BROOKLINE MA
6028,1804522000,RC,4280 WASHINGTON ST,ROSLINDALE MA
6029,1804523000,C,793 WASHINGTON STREET #1,CANTON MA
6030,1804553000,C,4280 WASHINGTON ST,ROSLINDALE MA
6031,1804554000,C,4280 WASHINGTON ST,ROSLINDALE MA
6032,1804563001,C,4334 WASHINGTON ST,ROSLINDALE MA
6033,1804588000,RC,4360 WASHINGTON ST,ROSLINDALE MA
6034,1804588000,RC,4360 WASHINGTON ST,ROSLINDALE MA
6035,1804590000,RC,151 STRATFORD ST,WEST ROXBURY MA
6036,1804762000,C,99 MAPLEWOOD ST,WEST ROXBURY MA
6037,1804763000,C,99 MAPLEWOOD ST,WEST ROXBURY MA
6038,1805027000,C,7 CASS ST #10,WEST ROXBURY MA
6039,1805029000,RC,4394 WASHINGTON ST,ROSLINDALE MA
6040,1805051000,RC,43 METROPOLITAN AV,ROSLINDALE MA
6041,1805104000,C,4432 WASHINGTON ST,ROSLINDALE MA
6042,1805142000,RC,4452 WASHINGTON ST,ROSLINDALE MA
6043,1805196000,C,180 POND ST,JAMAICA PLAIN MA
6044,1806015000,C,151 TREMONT,BOSTON MA
6045,1806016050,C,1 CVS DRIVE (OCCUP EXP DEPT),WOONSOCKET RI
6046,1806016050,C,1 CVS DRIVE (OCCUP EXP DEPT),WOONSOCKET RI
6047,1806016100,C,P O BOX 386,WESTON MA
6048,1806016200,C,117 BELMONT STREET,SOUTH EASTON MA
6049,1806016300,RC,8425 E. TWELVE MILE RD,WARREN MI
6050,1806152000,RC,12 ERICSSON ST 3RD FLR,DORCHESTER MA
6051,1806162000,RC,342 CUMMINS HWY,ROSLINDALE MA
6052,1806181000,C,73 MT CALVARY RD,ROSLINDALE MA
6053,1806273000,C,751 AMERICAN LEGION HWY,ROSLINDALE MA
6054,1806315000,C,814 AMER LEGION HWY,ROSLINDALE MA
6055,1806327000,C,81 CHESTNUT AVE,JAMAICA PLAIN MA
6056,1806332300,RC,564 HYDE PARK AV,ROSLINDALE MA
6057,1806346000,RC,40 IFFLEY RD,JAMAICA PLAIN MA
6058,1806347000,RC,20 OAK RD,MILTON MA
6059,1806352010,RC,290 CUMMINS HWY,ROSLINDALE MA
6060,1806352010,RC,290 CUMMINS HWY,ROSLINDALE MA
6061,1806353010,C,290 CUMMINS HWY,ROSLINDALE MA
6062,1806439000,RC,57 BARBARA LA,MILTON MA
6063,1806439000,RC,57 BARBARA LA,MILTON MA
6064,1806439000,RC,57 BARBARA LA,MILTON MA
6065,1806439000,RC,57 BARBARA LA,MILTON MA
6066,1806439000,RC,57 BARBARA LA,MILTON MA
6067,1806440000,RC,57 BARBARA LA,MILTON MA
6068,1806442000,C,170 OLDE FORGE RD,HANOVER MA
6069,1806444002,C,398 YORK ST,CANTON MA
6070,1806447000,C,717 AMER LEGION HWY,ROSLINDALE MA
6071,1806448000,RC,717 AMER LEGION HWY,ROSLINDALE MA
6072,1806448000,RC,717 AMER LEGION HWY,ROSLINDALE MA
6073,1806505000,C,2222 AZALEA PL,WINTER PARK FL
