,index,Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Executive Gender,Executive Ethnicity,County,Neighborhood,SIC Code 1,SIC Code 1 Description,Primary NAICS,Primary NAICS Description,Location Employee Size Range,Location Employee Size Actual,Location Sales Volume Range,Location Sales Volume Actual,Type of Business,Location Type,Square Footage,Credit Score Alpha,Credit Score Numeric ,Rent Expenses,Latitude,Longitude,Record Type,Rent per Square Foot
3448,5249,Ten Point Coalition,David,Wright,2010 Columbus Ave,Roxbury,MA,2119,Male,Western Europe,Suffolk,Washington Park,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,10 to 19,10,,$0,Private,Single Loc,29999.5,A,91,37500.0,42.314822,-71.096824,Verified,1.25
3449,5252,Teri-Yummy Inc,Fen,Chen,196 Quincy St,Dorchester,MA,2121,Female,Far Eastern,Suffolk,,596316,Coffee & Food Svc-Mobile,722330,Mobile Food Services,5 to 9,6,"$500,000-1 Million","$510,000",Private,Single Loc,29999.5,B,80,75000.0,42.313029,-71.07395799999999,Verified,2.5
3450,5253,Terra Terra Restaurant,,,79 Hancock St,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,90,37500.0,42.312999,-71.065102,Verified,10.0
3451,5255,Tertulias,,,28 Porter St,East Boston,MA,2128,,Uncoded,Suffolk,Central Maverick Square-Paris Street,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B+,88,17500.0,42.374581,-71.037797,Verified,4.67
3452,5257,Tesorito Market,,,465 Meridian St,East Boston,MA,2128,,Uncoded,Suffolk,Eagle Hill,541101,Food Markets,445110,Supermarkets/Other Grocery (Exc Convenience) Strs,1 to 4,2,"Less Than $500,000","$384,000",Private,Single Loc,1999.5,C+,76,5000.0,42.382498999999996,-71.03905400000001,Verified,2.5
3453,5258,Tex Construction,Wojciech,Przybyla,108 Buttonwood St,Dorchester,MA,2125,Male,Eastern European,Suffolk,,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,C+,78,5000.0,42.322328000000006,-71.05606,Verified,2.5
3454,5259,Textbook Helpers,Leland M,Alexander,21 Argyle St,Dorchester,MA,2124,Male,Western Europe,Suffolk,,874203,Personnel Consultants,541612,Human Resources Consulting Services,5 to 9,6,$1-2.5 Million,"$1,812,000",Private,Single Loc,14999.5,C,73,37500.0,42.288996999999995,-71.065612,Verified,2.5
3455,5260,Thai Binh Jewelry,Luyen,Dinh,1281 Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Meeting House Hill,594409,Jewelers-Retail,448310,Jewelry Stores,1 to 4,2,"$500,000-1 Million","$868,000",Private,Single Loc,1999.5,C+,78,5000.0,42.307140999999994,-71.058734,Verified,2.5
3456,5261,Thang Long Newspaper,,,90 Freeport St,Dorchester,MA,2122,,Uncoded,Suffolk,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,1 to 4,3,"Less Than $500,000","$346,000",Private,Single Loc,3749.5,B+,89,5000.0,42.305507,-71.056668,Verified,1.33
3457,5262,Thanh Hair Salon,Thanh,Nguyen,986 Dorchester Ave,Dorchester,MA,2125,Male,Far Eastern,Suffolk,Columbia Point,723106,Beauty Salons,812112,Beauty Salons,1 to 4,2,"Less Than $500,000","$114,000",Private,Single Loc,750.0,B+,85,5000.0,42.317027,-71.056481,Verified,6.67
3458,5263,Thao Ngoc Restaurant,Phuoc T,Nguyen,1331 Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,90,37500.0,42.305202,-71.059174,Verified,10.0
3459,5265,Theroch Tenants Assn,,,133 Columbia Rd # S1,Dorchester,MA,2121,,Uncoded,Suffolk,Dudley-Brunswick King,861102,Associations,813910,Business Associations,5 to 9,6,,$0,Private,Single Loc,3749.5,I,85,37500.0,42.305642999999996,-71.07980400000001,Verified,10.0
3460,5266,Thinking Life,Lendy,Ware Jr,50 Centre St,Dorchester,MA,2124,Male,Western Europe,Suffolk,St. Marks,421501,Courier Services,492110,Couriers & Express Delivery Services,5 to 9,8,$1-2.5 Million,"$1,406,000",Private,Single Loc,7499.5,C+,78,37500.0,42.29108,-71.06931999999999,Verified,5.0
3461,5268,Thomas Construction Svc,Frank Erwin,Thomas,2 Waumbeck St # 1,Dorchester,MA,2121,Male,Western Europe,Suffolk,Washington Park,152103,General Contractors,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),10 to 19,10,$5-10 Million,"$5,971,000",Private,Single Loc,7499.5,B+,89,75000.0,42.313204,-71.084012,Verified,10.0
3462,5271,Thomas Roofing Svc,,,,Dorchester,MA,2122,,Uncoded,Suffolk,,176109,Roofing Contractors,238160,Roofing Contractors,5 to 9,5,$1-2.5 Million,"$1,072,000",Private,Single Loc,1999.5,B+,85,5000.0,42.296991,-71.05770600000001,Verified,2.5
3463,5272,Thomas Roofing Svc,Thomas,Fitzspatrick,1288 Dorchester Ave,Dorchester,MA,2122,Male,Western Europe,Suffolk,,176109,Roofing Contractors,238160,Roofing Contractors,5 to 9,5,$1-2.5 Million,"$1,072,000",Private,Single Loc,1999.5,B+,89,17500.0,42.296991,-71.05770600000001,Verified,8.75
3464,5275,Thompson Auto Shop,,,30 Terrace St,Roxbury,MA,2120,,Uncoded,Suffolk,Mission Hill,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,2,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,C+,78,17500.0,42.330949,-71.096246,Verified,8.75
3465,5279,Thousand Chef Trading,,,100 Norfolk Ave,Roxbury,MA,2119,,Uncoded,Suffolk,Lower Roxbury,736123,Personal Chefs,561311,Employment Placement Agencies,1 to 4,2,"Less Than $500,000","$296,000",Private,Single Loc,3749.5,C+,75,5000.0,42.327517,-71.072261,Verified,1.33
3466,5280,Threads 4 Care Inc,Paul,Derosa,165 Woodrow Ave,Dorchester,MA,2124,Male,Mediterranean,Suffolk,,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B,81,17500.0,42.286815000000004,-71.08635600000001,Verified,4.67
3467,5281,Throne Barbershop,,,3099 Washington St,Roxbury,MA,2119,,Uncoded,Suffolk,Egleston Square,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,1999.5,C+,78,5000.0,42.315327,-71.099011,Verified,2.5
3468,5283,Thumbprint Realty LLC,Alex E,Edwards,344 Talbot Ave,Dorchester,MA,2124,Male,Western Europe,Suffolk,Codman Square-East Codman Hill,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,7499.5,B+,88,37500.0,42.290337,-71.072304,Verified,5.0
3469,5284,Tieng Nuoc Toi Boston,,,1300 Dorchester Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,483301,Television Stations & Broadcasting Co,515120,Television Broadcasting,1 to 4,3,"$500,000-1 Million","$785,000",Private,Single Loc,7499.5,C+,78,17500.0,42.306098999999996,-71.058523,Verified,2.33
3470,5285,Tiffany Nail Spa,,,9 Washington St,Dorchester,MA,2121,,Uncoded,Suffolk,Dudley-Brunswick King,723102,Manicuring,812113,Nail Salons,1 to 4,3,"Less Than $500,000","$170,000",Private,Single Loc,1999.5,B+,87,5000.0,42.307846999999995,-71.082981,Verified,2.5
3471,5286,Tiger's Transportation,Abdullahi A,Adeed,132 Eustis St,Roxbury,MA,2119,Male,Uncoded,Suffolk,Lower Roxbury,478977,Transportation,488210,Support Activities For Rail Transportation,20 to 49,20,$2.5-5 Million,"$3,933,000",Private,Single Loc,29999.5,B,81,75000.0,42.329017,-71.07808100000001,Verified,2.5
3472,5288,Timasantos Service Provider,Joao,Timas,107 Devon St,Dorchester,MA,2121,Male,Hispanic,Suffolk,,899999,Services NEC,541990,"All Other Professional, Scientific/Technical Svcs",1 to 4,3,"Less Than $500,000","$435,000",Private,Single Loc,750.0,C,71,5000.0,42.308612,-71.078048,Verified,6.67
3473,5289,Time Of Party,,,263 Bowdoin St,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,594716,Party Supplies,453220,"Gift, Novelty & Souvenir Stores",1 to 4,2,"Less Than $500,000","$224,000",Private,Single Loc,1999.5,C+,78,17500.0,42.306497,-71.066491,Verified,8.75
3474,5290,Time Perfected Constr Inc,Tony,Davis,36 Holiday St,Dorchester,MA,2122,Male,Western Europe,Suffolk,Meeting House Hill,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,B,80,5000.0,42.302575,-71.068837,Verified,2.5
3475,5291,Time Traders Antiques,Joseph,Baker,857 Dorchester Ave,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,593202,Antiques-Dealers,453310,Used Merchandise Stores,1 to 4,2,"$500,000-1 Million","$849,000",Private,Single Loc,750.0,B,81,17500.0,42.32145,-71.056962,Verified,23.33
3476,5292,Timothy & Co,Timothy,Scott,192 Sydney St,Dorchester,MA,2125,Male,Western Europe,Suffolk,Columbia Point,738944,Events-Special,711310,Promoters With Facilities,5 to 9,5,"$500,000-1 Million","$719,000",Private,Single Loc,3749.5,B,81,17500.0,42.318247,-71.052787,Verified,4.67
3477,5294,Timothy Smith Network,,,122 Dewitt Dr,Roxbury,MA,2120,,Uncoded,Suffolk,Lower Roxbury,832218,Social Service & Welfare Organizations,624190,Other Individual & Family Services,5 to 9,9,"$500,000-1 Million","$594,000",Private,Single Loc,7499.5,I,73,17500.0,42.332778999999995,-71.084727,Verified,2.33
3478,5296,Tipp Electric Inc,Gerard,Mcgrath,37 Park St # 144,Dorchester,MA,2122,Male,Western Europe,Suffolk,Fields Corner East,173101,Electric Contractors,238210,Electrical Contr & Other Wiring Installation Contr,5 to 9,5,$1-2.5 Million,"$1,072,000",Private,Single Loc,3749.5,B+,88,37500.0,42.30115,-71.054659,Verified,10.0
3479,5297,Titan Hardwood Floor,Anh D,Hoang,440 Gallivan Blvd # 2,Dorchester,MA,2124,Female,Far Eastern,Suffolk,,242604,Hardwood Flooring (Mfrs),321918,Other Millwork (Including Flooring),1 to 4,1,"Less Than $500,000","$113,000",Private,Single Loc,1999.5,C,71,5000.0,42.282259,-71.05872099999999,Verified,2.5
3480,5298,Titi Family Day Care,Teresa,Senices,144 Westville St,Dorchester,MA,2122,Female,Hispanic,Suffolk,,835101,Child Care Service,624410,Child Day Care Services,10 to 19,10,"Less Than $500,000","$297,000",Private,Single Loc,7499.5,B,82,37500.0,42.301281,-71.06695699999999,Verified,5.0
3481,5301,Tito & Manny,Luis,Aviles,3090 Washington St,Roxbury,MA,2119,Male,Hispanic,Suffolk,Egleston Square,599301,Cigar Cigarette & Tobacco Dealers-Retail,453991,Tobacco Stores,1 to 4,2,"$500,000-1 Million","$829,000",Private,Single Loc,3749.5,U,63,37500.0,42.315238,-71.09859,Verified,10.0
3482,5302,Tito's,,,572 Washington St,Dorchester,MA,2124,,Uncoded,Suffolk,St. Marks,566101,Shoes-Retail,448210,Shoe Stores,5 to 9,5,$1-2.5 Million,"$1,066,000",Private,Single Loc,14999.5,B+,85,75000.0,42.291594,-71.07146999999999,Verified,5.0
3483,5303,Tnt Boston LLC,,,1300 Dorchester Ave,Dorchester,MA,2122,,Uncoded,Suffolk,Meeting House Hill,483201,Radio Stations & Broadcasting Companies,515112,Radio Stations,5 to 9,8,"$500,000-1 Million","$954,000",Private,Single Loc,14999.5,A,90,17500.0,42.306098999999996,-71.058523,Verified,1.17
3484,5304,Tnt Remodeling Inc,Michael,Kenney,407 Dudley St # 4,Roxbury,MA,2119,Male,Western Europe,Suffolk,Lower Roxbury,152113,Bathroom Remodeling,236118,Residential Remodelers,1 to 4,2,$1-2.5 Million,"$1,195,000",Private,Single Loc,1999.5,C+,75,5000.0,42.325548,-71.075376,Verified,2.5
3485,5305,Tobacco Divestment Project,,,,Roxbury,MA,2118,,Uncoded,Suffolk,,599301,Cigar Cigarette & Tobacco Dealers-Retail,453991,Tobacco Stores,1 to 4,2,"$500,000-1 Million","$829,000",Private,Single Loc,3749.5,C+,75,17500.0,42.345821,-71.066284,Verified,4.67
3486,5307,Todisco's Towing,Pat,Todisco,94 Condor St,East Boston,MA,2128,Male,Mediterranean,Suffolk,Eagle Hill,754901,Wrecker Service,488410,Motor Vehicle Towing,20 to 49,45,$5-10 Million,"$6,096,000",Private,Single Loc,14999.5,A+,95,175000.0,42.383004,-71.03698,Verified,11.67
3487,5308,Together We Can Unisex Hair,,,1194 Blue Hill Ave,Mattapan,MA,2126,,Uncoded,Suffolk,Wellington Hill,723106,Beauty Salons,812112,Beauty Salons,1 to 4,2,"Less Than $500,000","$114,000",Private,Single Loc,1999.5,B,83,5000.0,42.283386,-71.091426,Verified,2.5
3488,5309,Toil Construction Svc,Ulric,Leung-Tat,43 Columbia Rd,Dorchester,MA,2121,Male,Far Eastern,Suffolk,,152144,Construction Companies,236115,New Single-Family Hsng Constr (Exc For-Sale Bldrs),5 to 9,5,$2.5-5 Million,"$2,986,000",Private,Single Loc,1999.5,C+,76,5000.0,42.303422999999995,-71.08306800000001,Verified,2.5
3489,5310,Tom Public Auto Sales,Tom,Public,263 Adams St,Dorchester,MA,2122,Male,Uncoded,Suffolk,Fields Corner East,551103,Automobile Dealers-Used Cars,441120,Used Car Dealers,1 to 4,2,$1-2.5 Million,"$1,106,000",Private,Single Loc,750.0,B,80,5000.0,42.300019,-71.059179,Verified,6.67
3490,5311,Tom S Locksmiths Grating,Tom,Curran,683 Columbia Rd,Dorchester,MA,2125,Male,Western Europe,Suffolk,Uphams Corner-Jones Hill,769983,Doors-Repairing,811490,Other Personal & Household Goods Repair & Maint,1 to 4,1,"Less Than $500,000","$116,000",Private,Single Loc,1999.5,C+,75,5000.0,42.319299,-71.062154,Verified,2.5
3491,5312,Tom's Auto Repair,Russell,Anderson,61 Tenean St,Dorchester,MA,2122,Male,Scandinavian,Suffolk,Neponset,753801,Automobile Repairing & Service,811111,General Automotive Repair,1 to 4,1,"Less Than $500,000","$135,000",Private,Single Loc,750.0,B,83,17500.0,42.293116999999995,-71.046541,Verified,23.33
3492,5313,Tom's Barber Shop,,,1000 Dorchester Ave,Dorchester,MA,2125,,Uncoded,Suffolk,Columbia Point,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,750.0,B+,86,5000.0,42.316507,-71.05652099999999,Verified,6.67
3493,5314,Tom's Floor Sanding,,,660 Columbia Rd,Dorchester,MA,2125,,Uncoded,Suffolk,Uphams Corner-Jones Hill,175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,1 to 4,2,"Less Than $500,000","$429,000",Private,Single Loc,750.0,C+,79,5000.0,42.319089,-71.063496,Verified,6.67
3494,5315,Tom's Locksmith Grating,Tom,Corcoran,679 Columbia Rd,Dorchester,MA,2125,Male,Western Europe,Suffolk,Uphams Corner-Jones Hill,769962,Locks & Locksmiths,561622,Locksmiths,1 to 4,1,"Less Than $500,000","$116,000",Private,Single Loc,750.0,C+,78,5000.0,42.319389,-71.06248000000001,Verified,6.67
3495,5316,Tony Zee Cell Phone,Manuel A,Mariano,729 Dudley St,Dorchester,MA,2125,Male,Pacific Islander,Suffolk,Uphams Corner-Jones Hill,481207,Cellular Telephones (Services),517312,Wireless Telecomms Carriers (Except Satellite),1 to 4,2,$2.5-5 Million,"$2,508,000",Private,Single Loc,1999.5,C,73,5000.0,42.317884,-71.06718000000001,Verified,2.5
3496,5317,Tony's Floor Care,Tran,Bich,353 Neponset Ave,Dorchester,MA,2122,Female,Far Eastern,Suffolk,Neponset,175203,Floor Laying Refinishing & Resurfacing,238330,Flooring Contractors,1 to 4,4,"$500,000-1 Million","$858,000",Private,Single Loc,750.0,B+,86,5000.0,42.28723,-71.046325,Verified,6.67
3497,5318,Tony's Realty,,,37 Maverick Sq,East Boston,MA,2128,,Uncoded,Suffolk,Jeffries Point,653118,Real Estate,531210,Offices Of Real Estate Agents & Brokers,5 to 9,5,"$500,000-1 Million","$915,000",Private,Single Loc,3749.5,A,93,37500.0,42.3693,-71.038894,Verified,10.0
3498,5319,Tony's Transportation Inc,Anthony,Michaux,66 Glendale St,Dorchester,MA,2125,Male,Western Europe,Suffolk,Uphams Corner-Jones Hill,478977,Transportation,488210,Support Activities For Rail Transportation,20 to 49,20,$2.5-5 Million,"$3,933,000",Private,Single Loc,29999.5,B+,86,75000.0,42.312792,-71.069354,Verified,2.5
3499,5320,Tony's Transportation Inc,Anthony,Michaux,PO Box 220815,Dorchester,MA,2122,Male,Western Europe,Suffolk,,413101,Bus Lines,485210,Interurban & Rural Bus Transportation,5 to 9,5,"$500,000-1 Million","$555,000",Private,Single Loc,3749.5,B+,88,17500.0,42.296991,-71.05770600000001,Verified,4.67
3500,5321,Tony's Travel Corp,Diana,Moreta,3108 Washington St,Roxbury,MA,2119,Female,Hispanic,Suffolk,Egleston Square,472402,Travel Agencies & Bureaus,561510,Travel Agencies,1 to 4,1,"Less Than $500,000","$269,000",Private,Single Loc,1999.5,C+,78,5000.0,42.314877,-71.098951,Verified,2.5
3501,5322,Tonys Barber Shop,Thony,Alds,545 Dudley St,Roxbury,MA,2119,Male,African American,Suffolk,Dudley-Brunswick King,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,750.0,B,84,5000.0,42.321603,-71.07243100000001,Verified,6.67
3502,5323,Top & Son,Melissa,Rocha,379 Bowdoin St,Dorchester,MA,2122,Female,Hispanic,Suffolk,Uphams Corner-Jones Hill,753201,Automobile Body-Repairing & Painting,811121,"Automotive Body, Paint & Interior Repair/Maint",1 to 4,4,"$500,000-1 Million","$660,000",Private,Single Loc,750.0,B,81,5000.0,42.309757,-71.06345999999999,Verified,6.67
3503,5324,Top Class Cut Barbershop,Keith,Burnett,503 Washington St,Dorchester,MA,2124,Male,Western Europe,Suffolk,Codman Square-East Codman Hill,724101,Barbers,812111,Barber Shops,1 to 4,1,"Less Than $500,000","$37,000",Private,Single Loc,750.0,C+,76,37500.0,42.294097,-71.072121,Verified,50.0
3504,5325,Top Dog Dumpster Rental,Jay,Bush,6 Humphreys Pl,Dorchester,MA,2125,Male,Western Europe,Suffolk,Uphams Corner-Jones Hill,495302,Garbage Collection,562119,Other Waste Collection,1 to 4,4,$1-2.5 Million,"$1,186,000",Private,Single Loc,3749.5,B,81,17500.0,42.318902,-71.068249,Verified,4.67
3505,5326,Top Floor Sanding,Tam,Nguyen,3 Wilmington Ave,Dorchester,MA,2124,Male,Far Eastern,Suffolk,West Codman Hill-West Lower Mills,521137,Hardwoods,444190,Other Building Material Dealers,1 to 4,1,"Less Than $500,000","$480,000",Private,Single Loc,3749.5,C+,76,5000.0,42.27877,-71.078343,Verified,1.33
3506,5327,Top Griyo Restaurant,,,994 Blue Hill Ave,Dorchester,MA,2124,,Uncoded,Suffolk,Franklin Field South,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,A,92,37500.0,42.289934,-71.089198,Verified,10.0
3507,5328,Top Mix Bar & Kitchen,Joseph,Correia,257 Norfolk Ave,Roxbury,MA,2119,Male,Hispanic,Suffolk,Dudley-Brunswick King,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B+,85,37500.0,42.323716,-71.068071,Verified,10.0
3508,5329,Top Nail & Spa,,,,Dorchester,MA,2122,,Uncoded,Suffolk,,723119,Spas-Beauty & Day,812112,Beauty Salons,5 to 9,9,"$500,000-1 Million","$509,000",Private,Single Loc,1999.5,B+,86,5000.0,42.296991,-71.05770600000001,Verified,2.5
3509,5330,Top Notch Barbers,,,1855 Washington St,Roxbury,MA,2118,,Uncoded,Suffolk,Lower Roxbury,724101,Barbers,812111,Barber Shops,1 to 4,2,"Less Than $500,000","$74,000",Private,Single Loc,1999.5,C+,78,17500.0,42.335327,-71.078901,Verified,8.75
3510,5331,Top Of The Hill Seafood & Subs,,,1357 Blue Hill Ave,Mattapan,MA,2126,,Uncoded,Suffolk,Wellington Hill,581208,Restaurants,722511,Full-Service Restaurants,1 to 4,1,"Less Than $500,000","$75,000",Private,Single Loc,1999.5,B,83,5000.0,42.277642,-71.093763,Verified,2.5
3511,5332,Top Shelf Cookies,Heather H,Yunger,196 Quincy St # 1,Dorchester,MA,2121,Female,Western Europe,Suffolk,,546107,Cookies & Crackers,722515,Snack & Nonalcoholic Beverage Bars,5 to 9,5,"Less Than $500,000","$343,000",Private,Single Loc,7499.5,B,83,75000.0,42.313029,-71.07395799999999,Verified,10.0
3512,5333,Topline Masonry,Cathal,Walsh,15 Delmont St,Dorchester,MA,2122,Male,Western Europe,Suffolk,Neponset,174101,Masonry Contractors,238140,Masonry Contractors,1 to 4,2,"Less Than $500,000","$429,000",Private,Single Loc,750.0,C,71,5000.0,42.285806,-71.053972,Verified,6.67
3513,5335,Touch FM,,,5 Cheney St,Dorchester,MA,2121,,,Suffolk,,483201,Radio Stations & Broadcasting Companies,515112,Radio Stations,5 to 9,8,"$500,000-1 Million","$954,000",Private,Single Loc,7499.5,B+,86,37500.0,42.310043,-71.082957,Verified,5.0
3514,5336,Touch Of Class,Evelyn,Johnson,11 Washington St,Dorchester,MA,2121,Female,Western Europe,Suffolk,Dudley-Brunswick King,723106,Beauty Salons,812112,Beauty Salons,1 to 4,2,"Less Than $500,000","$114,000",Private,Single Loc,1999.5,B+,86,5000.0,42.307817,-71.082961,Verified,2.5
3515,5337,Touch Of Class Catering,Barbara,Lewis,311 River St,Mattapan,MA,2126,Female,Western Europe,Suffolk,Southern Mattapan,581212,Caterers,722320,Caterers,10 to 19,19,$1-2.5 Million,"$1,419,000",Private,Single Loc,7499.5,A,94,37500.0,42.270869,-71.086279,Verified,5.0
3516,5338,Toutwel Restaurant Inc,Jocemy,Homicile,643 River St,Mattapan,MA,2126,Male,Uncoded,Suffolk,West Street-River Street,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B,81,37500.0,42.265213,-71.099544,Verified,10.0
3517,5339,Town & Country Coach Corp,Amir,Lash,415 Neponset Ave # A,Dorchester,MA,2122,Male,Western Europe,Suffolk,Neponset,411903,Limousine Service,485320,Limousine Service,10 to 19,15,$1-2.5 Million,"$1,503,000",Private,Single Loc,29999.5,B+,89,37500.0,42.286071,-71.043604,Verified,1.25
3518,5340,Town Hall Realty,Trung T,Nguyen,835 Dorchester Ave,Dorchester,MA,2125,Male,Far Eastern,Suffolk,Columbia Point,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,4,"$500,000-1 Million","$902,000",Private,Single Loc,3749.5,A,93,5000.0,42.322131,-71.05696800000001,Verified,1.33
3519,5342,Traffic Jams,Matthew J,Feroli,839 Columbia Rd,Dorchester,MA,2125,Male,Mediterranean,Suffolk,Columbia Point,553107,Automobile Alarms,441310,Automotive Parts & Accessories Stores,1 to 4,2,"Less Than $500,000","$316,000",Private,Single Loc,1999.5,B,84,5000.0,42.321005,-71.05506899999999,Verified,2.5
3520,5343,Tran Electrical Svc,,,83 Richmond St,Dorchester,MA,2124,,Uncoded,Suffolk,,173101,Electric Contractors,238210,Electrical Contr & Other Wiring Installation Contr,1 to 4,4,"$500,000-1 Million","$858,000",Private,Single Loc,750.0,C+,78,5000.0,42.274190999999995,-71.065792,Verified,6.67
3521,5344,Tran Insurance Agency LLC,Tuan,Tran,1480a Dorchester Ave,Dorchester,MA,2122,Male,Far Eastern,Suffolk,Fields Corner East,641112,Insurance,524210,Insurance Agencies & Brokerages,1 to 4,1,"Less Than $500,000","$226,000",Private,Single Loc,1999.5,A,91,5000.0,42.30008,-71.05995,Verified,2.5
3522,5345,Tran Jewelry,Peter,Tran,582 Columbia Rd,Dorchester,MA,2125,Male,Far Eastern,Suffolk,Uphams Corner-Jones Hill,594409,Jewelers-Retail,448310,Jewelry Stores,1 to 4,3,$1-2.5 Million,"$1,301,000",Private,Single Loc,1999.5,B+,88,5000.0,42.316957,-71.065721,Verified,2.5
3523,5346,Trang's Flower Shop,,,283 Adams St,Dorchester,MA,2122,,Uncoded,Suffolk,Fields Corner East,599201,Florists-Retail,453110,Florists,1 to 4,3,"Less Than $500,000","$318,000",Private,Single Loc,1999.5,B+,86,17500.0,42.299411,-71.05862900000001,Verified,8.75
3524,5347,Trans Dez,,,35 Freeport Way,Dorchester,MA,2122,,Uncoded,Suffolk,Columbia Point,478977,Transportation,488210,Support Activities For Rail Transportation,20 to 49,20,$2.5-5 Million,"$3,933,000",Private,Single Loc,69999.5,B+,85,175000.0,42.306779999999996,-71.055573,Verified,2.5
3525,5350,Transdev,William,Ballou,2000 Washington St,Roxbury,MA,2119,Male,Western Europe,Suffolk,Lower Roxbury,371404,Automobile Repair/Svc-Equip & Supls-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,1 to 4,3,$1-2.5 Million,"$1,109,000",Private,Single Loc,3749.5,B,81,5000.0,42.333465999999994,-71.079581,Verified,1.33
3526,5351,Transformation Center,Debra,Delman,98 Magazine St,Roxbury,MA,2119,Female,Western Europe,Suffolk,,799101,Health Clubs Studios & Gymnasiums,713940,Fitness & Recreational Sports Centers,20 to 49,25,$1-2.5 Million,"$1,245,000",Private,Single Loc,69999.5,A,91,75000.0,42.327047,-71.070961,Verified,1.07
3527,5352,Transformative Culture Project,Cara,Berg Powers,100 Warren St,Roxbury,MA,2119,Female,Not Available,Suffolk,,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,10 to 19,12,,$0,Private,Single Loc,69999.5,B,81,75000.0,42.326997999999996,-71.08286600000001,Verified,1.07
3528,5353,Transitional Remedies Sltns,Robert,Francis,320b Blue Hill Ave,Dorchester,MA,2121,Male,Western Europe,Suffolk,,839998,Non-Profit Organizations,813319,Other Social Advocacy Organizations,5 to 9,9,,$0,Private,Single Loc,3749.5,B,83,17500.0,42.310043,-71.082957,Verified,4.67
3529,5354,Transmission Express Inc,Henryka,Paczuska,20 Pearl St,Dorchester,MA,2125,Female,Eastern European,Suffolk,Columbia Point,753701,Transmissions-Automobile,811113,Automotive Transmission Repair,1 to 4,2,"Less Than $500,000","$259,000",Private,Single Loc,1999.5,B,81,17500.0,42.31471,-71.058155,Verified,8.75
3530,5355,Trap Swag,,,63 Standard St,Mattapan,MA,2126,,Uncoded,Suffolk,,599999,Miscellaneous Retail Stores NEC,453998,All Other Misc Store Retailers (Exc Tobacco Strs),20 to 49,23,$5-10 Million,"$6,521,000",Private,Single Loc,29999.5,B+,85,75000.0,42.27401,-71.0791,Verified,2.5
3531,5356,Treadmark Sales,,,1908 Dorchester Ave,Dorchester,MA,2124,,Uncoded,Suffolk,Ashmont,539901,General Merchandise-Retail,452319,All Other General Merchandise Stores,1 to 4,2,"Less Than $500,000","$277,000",Private,Single Loc,1999.5,C,70,5000.0,42.284226000000004,-71.064474,Verified,2.5
3532,5357,Treemont 958 Restaurant Corp,,,958 Tremont St,Roxbury,MA,2120,,Uncoded,Suffolk,Lower Roxbury,581208,Restaurants,722511,Full-Service Restaurants,5 to 9,8,"$500,000-1 Million","$598,000",Private,Single Loc,3749.5,B+,85,37500.0,42.337256,-71.083617,Verified,10.0
