Company Name,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Credit Score Alpha,Executive Gender,Executive Title,Fax Number Combined,IUSA Number,Location Employee Size Range,Location Sales Volume Range,Phone Number Combined,Primary SIC Code,Primary SIC Description,SIC Code 1,SIC Code 1 Description,Record Type
Geiger-Gibson Community Health,Ritche M,Lero,250 Mount Vernon St,Dorchester,MA,2125,A,Male,,6172883910,69-322-0808,1 to 4,"$500,000-1 Million",(617) 288-1140,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
General Dynamics Corp,,,25 Chesterton St,Roxbury,MA,2119,B+,,,,71-340-5969,20 to 49,$20-50 Million,(703) 876-3000,373101,Ship Builders & Repairers (Mfrs),373101,Ship Builders & Repairers (Mfrs),Closed/Out of Business
General Granite & Marble,Ben,Vo,12 Lincoln St,Dorchester,MA,2122,B,Male,Owner,5087430750,38-537-7841,1 to 4,"$500,000-1 Million",(508) 743-9999,571211,Kitchen Cabinets & Equipment-Household,571211,Kitchen Cabinets & Equipment-Household,Closed/Out of Business
Georgette Jeanty MD,Georgette,Jeanty,1525 Blue Hill Ave,Mattapan,MA,2126,A+,Female,,6172962979,10-731-0864,1 to 4,"$500,000-1 Million",(617) 298-0156,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
"Gilby, Greg Dc",Greg,Gilby,653 Columbia Rd,Dorchester,MA,2125,B+,Male,,6178255006,70-795-1840,1 to 4,"Less Than $500,000",(617) 825-9100,804101,Chiropractors DC,804101,Chiropractors DC,Closed/Out of Business
Global Leisure Dynamic Travel,Robert,Morris,106 Winthrop St,Roxbury,MA,2119,B,Male,Principal,,40-773-1380,1 to 4,"$500,000-1 Million",(617) 427-4021,472402,Travel Agencies & Bureaus,472402,Travel Agencies & Bureaus,Closed/Out of Business
GMAC Mortgage,,,109 Savin Hill Ave,Dorchester,MA,2125,A,,,,62-961-5998,5 to 9,$2.5-5 Million,(617) 929-0103,616201,Real Estate Loans,616201,Real Estate Loans,Closed/Out of Business
Goddard Entertainment,Pattrick,Goddard,78 Astoria St,Mattapan,MA,2126,B+,,Principal,,40-770-1733,5 to 9,$1-2.5 Million,(617) 296-4286,738995,Merchandise Brokers,738995,Merchandise Brokers,Closed/Out of Business
Gogroups Inc,,,1353 Dorchester Ave,Dorchester,MA,2122,U,,,,71-348-4286,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Golden Bowl,,,196 Border St,East Boston,MA,2128,A,,,,10-732-4337,5 to 9,"Less Than $500,000",(617) 569-4382,581208,Restaurants,581208,Restaurants,Closed/Out of Business
"Golden, Jennifer Np",Jennifer,Golden,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2594,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Golman, Eric S Aty",Eric S,Golman,50 Redfield St # 201,Dorchester,MA,2122,B+,Male,,,42-731-4248,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
Gosnold Inc,,,250 Mount Vernon St,Dorchester,MA,2125,U,,,,71-342-0514,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Gosselin, Michelle S Aty",Michelle S,Gosselin,50 Redfield St,Dorchester,MA,2122,B+,Female,,,42-731-4264,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
"Gracia, Natalie Np",Natalie,Gracia,255 River St,Mattapan,MA,2126,B,Female,,,70-750-3743,1 to 4,"Less Than $500,000",(617) 919-7872,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Grand Circle Travel,,,63 Richmere Rd,Mattapan,MA,2126,B,,,,42-348-6776,1 to 4,"$500,000-1 Million",(617) 296-0431,472402,Travel Agencies & Bureaus,472402,Travel Agencies & Bureaus,Closed/Out of Business
"Grassi, Hope Folan",Hope Folan,Grassi,1575 Blue Hill Ave,Mattapan,MA,2126,B,Female,,,71-745-8221,1 to 4,"Less Than $500,000",(617) 296-0061,832221,Social Workers,832221,Social Workers,Closed/Out of Business
"Gray, Venus R Np",Venus R,Gray,1425 Blue Hill Ave,Mattapan,MA,2126,B,Female,,,70-794-4748,1 to 4,"Less Than $500,000",(617) 898-9000,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Greater Boston Realty,,,206 Minot St,Dorchester,MA,2122,A,,,,71-343-2735,5 to 9,"$500,000-1 Million",Not Available,653118,Real Estate,653118,Real Estate,Closed/Out of Business
Greater Media Boston,Mary,Menna,55 William T Morrissey Blvd,Dorchester,MA,2125,A+,Female,Vice President,6178226759,98-730-1280,100 to 249,$20-50 Million,(617) 822-9600,483201,Radio Stations & Broadcasting Companies,483201,Radio Stations & Broadcasting Companies,Closed/Out of Business
Guilford Realty Co,,,44 John Eliot Sq # 523,Roxbury,MA,2119,A,,,,41-103-6649,5 to 9,"$500,000-1 Million",(617) 442-6557,653118,Real Estate,653118,Real Estate,Closed/Out of Business
H P General Contractor,Hieu,Ho,271 Hancock St,Dorchester,MA,2125,C+,Male,Principal,,40-767-4519,1 to 4,"Less Than $500,000",(617) 331-4802,179977,Contractors,179977,Contractors,Closed/Out of Business
H&R Block,,,46 Bennington St # 2,East Boston,MA,2128,B+,,,,62-892-6883,5 to 9,"Less Than $500,000",(617) 567-6044,729101,Tax Return Preparation & Filing,729101,Tax Return Preparation & Filing,Closed/Out of Business
Hafpoon Tap Room,,,100 Terminal E,East Boston,MA,2128,A,,,,40-386-7699,5 to 9,"$500,000-1 Million",(617) 561-4700,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Hair By Sony,Sony,Brown,11 Rexford St,Mattapan,MA,2126,B,Male,Owner,,53-210-7661,1 to 4,"Less Than $500,000",(617) 296-1762,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
"Hall, Stefanie",Stefanie,Hall,55 Dimock St,Roxbury,MA,2119,U,Female,,,41-709-5477,,,(617) 442-8800,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Hamilton True Value Hardware,Mark,O'Brien,259 Bowdoin St,Dorchester,MA,2122,A,Male,Owner,,10-729-8416,5 to 9,$1-2.5 Million,(617) 825-7340,525104,Hardware-Retail,525104,Hardware-Retail,Closed/Out of Business
"Hammond, Rose Np",Rose,Hammond,398 Neponset Ave,Dorchester,MA,2122,B+,Female,,,40-114-2599,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Handy & Person Catering,Kari,Person,562 Columbia Rd # J,Dorchester,MA,2125,B,Female,Owner,,43-385-2395,1 to 4,"Less Than $500,000",(617) 506-0376,581212,Caterers,581212,Caterers,Closed/Out of Business
Harbor Health Svc,Valerie L,Heemstra,398 Neponset Ave,Dorchester,MA,2122,A,Female,,6178258577,36-177-5901,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Habib Al,Sioufi,398 Neponset Ave,Dorchester,MA,2122,A,Male,,6178258577,36-243-6628,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Bettye C,Kearse,398 Neponset Ave,Dorchester,MA,2122,A,Female,,6178258577,63-607-9782,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Cathie,Kumar,398 Neponset Ave,Dorchester,MA,2122,A,Female,,6178258577,63-610-5967,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Kwan Kew,Lai,398 Neponset Ave,Dorchester,MA,2122,A,Male,,6172821582,67-829-3788,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Sidhartha,Pani,398 Neponset Ave,Dorchester,MA,2122,A,Male,,6178258577,67-833-4103,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Boma D,Park,398 Neponset Ave,Dorchester,MA,2122,A,Male,,6178258577,69-326-6165,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Health Svc,Elly C,Tsai,398 Neponset Ave,Dorchester,MA,2122,A,Female,,6178258577,69-332-3560,1 to 4,"$500,000-1 Million",(617) 282-3200,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harbor Point Apartments,Roger,Willwerth,100 Ocean View Dr,Dorchester,MA,2125,B+,Male,Mfg Exec,,20-705-3935,5 to 9,$2.5-5 Million,(617) 929-1926,651303,Apartments,651303,Apartments,Closed/Out of Business
Harbor Point Apartments,,,35 Harbor Point Blvd,Dorchester,MA,2125,A,,,,20-705-3893,5 to 9,$2.5-5 Million,(617) 929-1923,651303,Apartments,651303,Apartments,Closed/Out of Business
Harbor Point Apartments,,,40 Westwind Rd,Dorchester,MA,2125,B+,,,,36-019-2041,5 to 9,$2.5-5 Million,(617) 929-1917,651303,Apartments,651303,Apartments,Closed/Out of Business
Harbor Point Apartments,,,66 Beach Point Pl,Dorchester,MA,2125,A,,,,20-705-3836,5 to 9,$2.5-5 Million,(617) 929-1833,651303,Apartments,651303,Apartments,Closed/Out of Business
Harbor School,Amy,Marx,11 Charles St,Dorchester,MA,2122,I,Female,Principal,6176356367,99-753-2783,20 to 49,,(617) 635-6365,821103,Schools,821103,Schools,Closed/Out of Business
Harbour Ponte Development,,,11 Park St,Dorchester,MA,2122,B,,,,42-231-1714,1 to 4,$1-2.5 Million,(617) 506-8353,655202,Real Estate Developers,655202,Real Estate Developers,Closed/Out of Business
Harlow Movers,Renald,Harewood,45 Harlow St,Dorchester,MA,2125,B,Male,Owner,,40-767-5136,5 to 9,$1-2.5 Million,(617) 442-5774,421401,Movers,421401,Movers,Closed/Out of Business
Harp Bard Restaurant,Mike,Galvin,1099 Dorchester Ave,Dorchester,MA,2125,A+,Male,Owner,6172821248,30-002-9733,20 to 49,$1-2.5 Million,(617) 265-2893,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Harvard Street Neighborhood,Mireille C,Alexis,632 Blue Hill Ave,Dorchester,MA,2121,A,Female,,6172654193,36-127-9755,1 to 4,"$500,000-1 Million",(617) 825-3400,802101,Dentists,802101,Dentists,Closed/Out of Business
Harvard Street Neighborhood,Aram V,Kaligian,632 Blue Hill Ave,Dorchester,MA,2121,A,Male,,6172654193,36-187-1726,1 to 4,"$500,000-1 Million",(617) 825-3400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harvard Street Neighborhood,Young A,Choi,632 Blue Hill Ave,Dorchester,MA,2121,A,,,6172654193,42-152-2454,1 to 4,"$500,000-1 Million",(617) 825-3400,802101,Dentists,802101,Dentists,Closed/Out of Business
Harvard Street Neighborhood,Stephen L,Wright,632 Blue Hill Ave,Dorchester,MA,2121,A,Male,,6172654193,63-612-8308,1 to 4,"$500,000-1 Million",(617) 825-3400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harvard Street Neighborhood,Chidi C,Achebe,632 Blue Hill Ave,Dorchester,MA,2121,A,Male,,6172654193,69-285-6750,1 to 4,"$500,000-1 Million",(617) 825-3400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harvard Street Teen Clinic,Sharon L,Marable,632 Blue Hill Ave,Dorchester,MA,2121,A,Female,,6172654193,43-576-1061,1 to 4,"$500,000-1 Million",(617) 825-3400,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Harvard Vanguard Medical Assoc,,,275 Grove Saint Management Off,Roxbury,MA,2119,B+,,,,44-014-1616,5 to 9,$1-2.5 Million,(617) 541-7531,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Hawalie African Braiding,Abibatu,Kargbo,964 Morton St,Mattapan,MA,2126,C,Female,Owner,,97-670-4601,1 to 4,"Less Than $500,000",(617) 288-0600,729912,Hair Weaving,729912,Hair Weaving,Closed/Out of Business
Hawalie Hair Weaving,,,45 Neponset Ave,Dorchester,MA,2122,B,,,,40-386-5880,1 to 4,"Less Than $500,000",(617) 288-0600,729912,Hair Weaving,729912,Hair Weaving,Closed/Out of Business
Heading Home,,,46 Walnut Park,Roxbury,MA,2119,I,,,,70-558-8250,5 to 9,"$500,000-1 Million",(617) 427-0781,832218,Social Service & Welfare Organizations,832218,Social Service & Welfare Organizations,Closed/Out of Business
Health & Sports Rehab,,,576 Warren St,Dorchester,MA,2121,B+,,,,70-064-2342,10 to 19,$2.5-5 Million,(617) 238-5215,801104,Clinics,801104,Clinics,Closed/Out of Business
Hendricks Remodeling,Morales,Hendrick,63 Charles St,Dorchester,MA,2122,B,Male,Principal,,40-767-3601,5 to 9,$2.5-5 Million,(857) 212-6945,152144,Construction Companies,152144,Construction Companies,Closed/Out of Business
Hertz,John,Maloney,207 Porter St # A,East Boston,MA,2128,B,Male,Site Manager,,36-712-7529,1 to 4,$1-2.5 Million,(617) 569-7272,751401,Automobile Renting,751401,Automobile Renting,Closed/Out of Business
Hertz,Peter,Smith,450 William F Mcclellan Hwy,East Boston,MA,2128,B+,Male,Site Manager,,46-560-0120,1 to 4,$1-2.5 Million,(617) 561-3097,751401,Automobile Renting,751401,Automobile Renting,Closed/Out of Business
"Hetherington, Julie Np",Julie,Hetherington,1135 Morton St,Mattapan,MA,2126,B,Female,,,43-646-7491,1 to 4,"Less Than $500,000",(617) 533-2400,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Hezel, John-Paul D MD",John-Paul D,Hezel,230 Bowdoin St,Dorchester,MA,2122,B+,Male,,6177540220,70-795-2260,1 to 4,"$500,000-1 Million",(617) 754-0100,801101,Physicians & Surgeons,801101,Physicians & Surgeons,Closed/Out of Business
Hipercept Inc,,,45 Ashmont Ct,Dorchester,MA,2122,U,,,,71-345-6912,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Hmr Inc,,,2 Waverly St,Roxbury,MA,2119,U,,,,71-342-9738,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Hogan, Janine M Np",Janine M,Hogan,10 Gove St,East Boston,MA,2128,B,Female,,,43-647-7537,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Holiday Inn-Boston Logan Arprt,Steven,Nalen,225 William F Mcclellan Hwy,East Boston,MA,2128,B,Male,General Mgr,,00-642-1259,100 to 249,$10-20 Million,(617) 569-5250,701101,Hotels & Motels,701101,Hotels & Motels,Closed/Out of Business
"Hood, Mikeala Np",Mikeala,Hood,398 Neponset Ave,Dorchester,MA,2122,B+,,,,40-114-2604,1 to 4,"Less Than $500,000",(617) 282-3200,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Horizons For Homeless Children,Rachel,Schlacter,90 Cushing Ave,Dorchester,MA,2125,B,Female,Director,,66-342-2327,1 to 4,"Less Than $500,000",(617) 287-1291,835101,Child Care Service,835101,Child Care Service,Closed/Out of Business
Horton Tile,Howard,Horton,28 Ormond St,Mattapan,MA,2126,B,Male,Owner,,40-770-8048,1 to 4,"Less Than $500,000",(617) 298-2639,594513,Ceramic Equipment & Supplies,594513,Ceramic Equipment & Supplies,Closed/Out of Business
"Hughes, Christopher DDS",Christopher,Hughes,801 Albany St,Roxbury,MA,2119,A,Male,,,69-294-1222,1 to 4,"$500,000-1 Million",(617) 414-8066,802101,Dentists,802101,Dentists,Closed/Out of Business
Humboldt Refrigeration,,,209 Humboldt Ave,Dorchester,MA,2121,B+,,,,40-151-4407,1 to 4,$10-20 Million,(617) 606-7141,506414,Refrigerators/Freezers-Supls/Prts (Whls),506414,Refrigerators/Freezers-Supls/Prts (Whls),Closed/Out of Business
Hurst Landscape & Site Svc,Charles M,Hurst,24 Idaho St,Mattapan,MA,2126,B,Male,Owner,,43-213-5801,5 to 9,"Less Than $500,000",Not Available,78204,Landscape Contractors,78204,Landscape Contractors,Closed/Out of Business
Imagenes Beauty Salon,Santa,Perez,243 Bowdoin St,Dorchester,MA,2122,B,Female,Owner,,39-255-5751,1 to 4,"Less Than $500,000",(617) 288-4501,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Inaaipa Business Inc,,,22 Arborcrest Ter,Mattapan,MA,2126,C+,,,,72-380-8954,1 to 4,"$500,000-1 Million",(617) 322-3156,738999,Business Services NEC,738999,Business Services NEC,Closed/Out of Business
Insight Performance & On Her,,,184 Dudley St,Roxbury,MA,2119,U,,,,71-345-2813,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Insurance Store,,,26 Waverly St,Roxbury,MA,2119,A,,,,40-386-5980,1 to 4,"$500,000-1 Million",(617) 522-2121,641112,Insurance,641112,Insurance,Closed/Out of Business
International Flight Svc Assn,,,61 Harborside Dr,East Boston,MA,2128,I,,,,71-348-2182,5 to 9,,(214) 922-8000,861102,Associations,861102,Associations,Closed/Out of Business
Irish International Immigrant,,,20 Eustis St,Roxbury,MA,2119,U,,,,71-346-3072,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Isabella Original,Isabella,Lopez,262 Meridian St # 1,East Boston,MA,2128,B,Female,Owner,,90-118-9043,1 to 4,"$500,000-1 Million",(617) 567-4233,565101,Clothing-Retail,565101,Clothing-Retail,Closed/Out of Business
Island Pride Function Hall,Norman,Williams,986 Blue Hill Ave,Dorchester,MA,2124,A,Male,Manager,,66-344-2747,5 to 9,"$500,000-1 Million",(617) 282-2269,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Jade Hair Salon,,,190 Washington St,Dorchester,MA,2121,B,,,,43-833-3350,1 to 4,"Less Than $500,000",(617) 288-8890,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Janet's Salon,,,214 Washington St,Dorchester,MA,2121,B,,,,70-788-4440,1 to 4,"Less Than $500,000",(617) 506-8808,723106,Beauty Salons,723106,Beauty Salons,Closed/Out of Business
Japan Airlines,Mike,Takeshima,122 Harborside Dr # 62,East Boston,MA,2128,C+,Male,Manager,,90-118-4812,1 to 4,$1-2.5 Million,(617) 569-1100,451201,Airline Companies,451201,Airline Companies,Closed/Out of Business
Jasper White's Summer Shack,,,100 Terminal E,East Boston,MA,2128,U,,,,71-340-9992,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Jeffers, Diane M Aty",Diane M,Jeffers,50 Redfield St,Dorchester,MA,2122,B+,Female,,,42-731-4394,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
"Jensen, June Aty",June,Jensen,2181 Washington St # 310,Roxbury,MA,2119,A,Female,,,59-395-7137,1 to 4,"$500,000-1 Million",(617) 445-8407,811103,Attorneys,811103,Attorneys,Closed/Out of Business
Jerk,George T,Whitehead,310 Bowdoin St,Dorchester,MA,2122,B+,Male,Owner,,43-800-8410,5 to 9,"$500,000-1 Million",(617) 816-8577,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Jerry Orozco,,,177 Paris St # 3,East Boston,MA,2128,U,,,,72-145-5646,,,(617) 407-2022,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Jerusalem Trading Corp,Thaier,Tuffaha,500 Geneva Ave,Dorchester,MA,2122,I,,Owner,6172656112,42-271-0644,1 to 4,,(617) 884-7737,866107,Churches,866107,Churches,Closed/Out of Business
Jeyzmine Resources,,,1064 Dorchester Ave,Dorchester,MA,2125,C+,,,,73-396-6007,5 to 9,$2.5-5 Million,(617) 265-2185,152144,Construction Companies,152144,Construction Companies,Closed/Out of Business
Jim's Auto Sales,,,466 Bennington St,East Boston,MA,2128,B,,,,90-117-6107,1 to 4,$1-2.5 Million,(617) 561-7110,551103,Automobile Dealers-Used Cars,551103,Automobile Dealers-Used Cars,Closed/Out of Business
Johnny's Barber Shop,Joao L,Goncalves,742 Dudley St,Dorchester,MA,2125,B,Male,Owner,,43-800-9173,1 to 4,"Less Than $500,000",(617) 506-1142,724101,Barbers,724101,Barbers,Closed/Out of Business
"Johnson, Jessica",Jessica,Johnson,520 Dudley St,Roxbury,MA,2119,B,Female,,,70-750-5738,1 to 4,"Less Than $500,000",(617) 445-6655,832282,Counselors,832282,Counselors,Closed/Out of Business
"Jones, Melinda D Np",Melinda D,Jones,10 Gove St,East Boston,MA,2128,B+,Female,,,42-153-7677,1 to 4,"Less Than $500,000",(617) 569-5800,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
Jp Newbury Co,Erick,Ragland,73 Edgewater Dr,Mattapan,MA,2126,C,Male,Owner,,70-074-5320,1 to 4,"Less Than $500,000",(617) 690-3754,539901,General Merchandise-Retail,539901,General Merchandise-Retail,Closed/Out of Business
Juba Market & Cafe LLC,,,42 John Eliot Sq,Roxbury,MA,2119,A,,,,42-538-7463,5 to 9,"$500,000-1 Million",(617) 427-5049,581208,Restaurants,581208,Restaurants,Closed/Out of Business
Just-In Boston Properties,Justin,Green,5 Savin Hill Ave,Dorchester,MA,2125,A,Male,President,,66-342-4802,1 to 4,"Less Than $500,000",(617) 265-3500,653118,Real Estate,653118,Real Estate,Closed/Out of Business
Justin J Francese,,,16 Logan St,Roxbury,MA,2119,U,,,,70-848-4650,,,(857) 998-2230,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
K & A Auto Body,Mike,Smith,18 Harvard Ave,Dorchester,MA,2121,B+,Male,Manager,,42-231-1709,1 to 4,"$500,000-1 Million",(617) 506-7748,753201,Automobile Body-Repairing & Painting,753201,Automobile Body-Repairing & Painting,Closed/Out of Business
K Holder Inc,,,100 Warren St,Roxbury,MA,2119,B,,,,71-868-1093,5 to 9,"$500,000-1 Million",(617) 238-7105,483201,Radio Stations & Broadcasting Companies,483201,Radio Stations & Broadcasting Companies,Closed/Out of Business
"Kamel, Mohamad A DDS",Mohamad A,Kamel,3033 Washington St,Roxbury,MA,2119,B+,Male,,6175412206,70-750-5750,1 to 4,"$500,000-1 Million",(508) 904-1530,802101,Dentists,802101,Dentists,Closed/Out of Business
"Kandru, Suneel C DDS",Suneel C,Kandru,1290 Tremont St,Roxbury,MA,2120,B+,Male,,,70-795-1413,1 to 4,"$500,000-1 Million",(617) 989-3240,802101,Dentists,802101,Dentists,Closed/Out of Business
Karen Renae Owens Consltng LLC,,,48 Hazelton St,Mattapan,MA,2126,B,,,6175075544,42-178-9176,10 to 19,,(617) 933-8133,999966,Federal Government Contractors,999966,Federal Government Contractors,Closed/Out of Business
Kitty Knight Group,,,55 Clifton St,Dorchester,MA,2125,U,,,,71-343-0891,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Kmart,Roger,Bouchard,7 Allstate Rd,Dorchester,MA,2125,A+,Male,Manager,,94-953-0836,100 to 249,$20-50 Million,(617) 541-4959,531104,Retail Shops,531104,Retail Shops,Closed/Out of Business
"Kombrink, Lavera P Rn",Lavera P,Kombrink,10 Gove St,East Boston,MA,2128,B+,Female,,,40-086-2772,1 to 4,"Less Than $500,000",(617) 569-5800,804908,Nurses & Nurses' Registries,804908,Nurses & Nurses' Registries,Closed/Out of Business
"Konecny, Brooke E",Brooke E,Konecny,14 Porter St,East Boston,MA,2128,B+,Female,,,40-094-5372,1 to 4,"Less Than $500,000",(617) 523-1529,832221,Social Workers,832221,Social Workers,Closed/Out of Business
KOOL Smiles,J,Park,2181 Washington St # 101,Roxbury,MA,2119,A,,,,42-731-2969,1 to 4,"$500,000-1 Million",(617) 245-0257,802101,Dentists,802101,Dentists,Closed/Out of Business
KOOL Smiles,Y,Shek,2181 Washington St # 101,Roxbury,MA,2119,A,,,,42-731-2975,1 to 4,"$500,000-1 Million",(617) 245-0257,802101,Dentists,802101,Dentists,Closed/Out of Business
KOOL Smiles,K,Durandis,2181 Washington St # 101,Roxbury,MA,2119,A,,,,43-515-3123,1 to 4,"$500,000-1 Million",(617) 245-0257,802101,Dentists,802101,Dentists,Closed/Out of Business
KOOL Smiles,Thien,Pham,2181 Washington St # 101,Roxbury,MA,2119,A,Male,,,69-046-2411,1 to 4,"$500,000-1 Million",(617) 427-5665,802101,Dentists,802101,Dentists,Closed/Out of Business
"Korostoff, Sarah",Sarah,Korostoff,105 Victory Rd,Dorchester,MA,2122,B,Female,,,72-086-2810,1 to 4,"Less Than $500,000",(617) 371-3010,804925,Speech Pathologists,804925,Speech Pathologists,Closed/Out of Business
"Koshy, Mekhala",Mekhala,Koshy,530 Border St,East Boston,MA,2128,B+,,,,40-120-1262,1 to 4,"Less Than $500,000",(617) 912-7634,832221,Social Workers,832221,Social Workers,Closed/Out of Business
"Krache, Martha E Aty",Martha E,Krache,50 Redfield St,Dorchester,MA,2122,B+,Female,,,42-731-4473,1 to 4,"$500,000-1 Million",(617) 265-3900,811103,Attorneys,811103,Attorneys,Closed/Out of Business
"Kreider, Melissa E Np",Melissa E,Kreider,415 Columbia Rd,Dorchester,MA,2125,B+,Female,,,40-115-6181,1 to 4,"Less Than $500,000",(617) 740-8083,804907,Nurses-Practitioners,804907,Nurses-Practitioners,Closed/Out of Business
"Kusner, Jennifer DDS",Jennifer,Kusner,1575 Blue Hill Ave,Mattapan,MA,2126,B+,Female,,,70-750-3877,1 to 4,"$500,000-1 Million",(617) 898-9054,802101,Dentists,802101,Dentists,Closed/Out of Business
LA Chama,,,197 Humboldt Ave,Dorchester,MA,2121,U,,,,71-661-7301,,,(617) 652-7582,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
Lacarivena Market,,,181 Washington St,Dorchester,MA,2121,B,,,,41-592-7634,1 to 4,"Less Than $500,000",(617) 514-4738,541101,Food Markets,541101,Food Markets,Closed/Out of Business
Lapushop,,,3581 South Street,Dorchester,MA,2125,U,,,,72-300-5579,,,Not Available,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Lara, Jesenia M",Jesenia M,Lara,50 Redfield St,Dorchester,MA,2122,B,Female,,,71-927-8468,1 to 4,"Less Than $500,000",(617) 469-8500,832282,Counselors,832282,Counselors,Closed/Out of Business
Latham & Watkins LLP,,,200 Colorado St,Mattapan,MA,2126,A,,,,70-645-8570,1 to 4,$1-2.5 Million,(617) 692-9602,811103,Attorneys,811103,Attorneys,Closed/Out of Business
"Lawson, R",R,Lawson,,Roxbury,MA,2119,B,,,,42-731-2481,1 to 4,"Less Than $500,000",(617) 522-2656,724101,Barbers,724101,Barbers,Closed/Out of Business
Lee & Lee,June W,Lee,383 Neponset Ave,Dorchester,MA,2122,A+,Female,,,10-729-5677,1 to 4,"$500,000-1 Million",(617) 288-2680,802101,Dentists,802101,Dentists,Closed/Out of Business
Lee Luxury,,,86 Magnolia St,Dorchester,MA,2125,U,,,,72-567-4556,,,(617) 442-7277,999977,Nonclassified Establishments,999977,Nonclassified Establishments,Closed/Out of Business
"Lee, Heather",Heather,Lee,30 Beach St # 2,Dorchester,MA,2122,B,Female,,,71-564-5029,1 to 4,"Less Than $500,000",(617) 824-0933,804908,Nurses & Nurses' Registries,804908,Nurses & Nurses' Registries,Closed/Out of Business
